Date,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
07-07-2024,CNR1768885472,Canceled by Driver,CID130993,Prime SUV,Basavanagudi,Padmanabhanagar,null,null,null,More than permitted people in there,null,null,8349.279501,null,-104.0333857,null,null
06-07-2024,CNR7486448495,Success,CID931462,Auto,Ulsoor,Padmanabhanagar,63,65,null,null,No,null,8351.146938,UPI,-104.062507,4,4.3
04-07-2024,CNR2735636535,Driver Not Found,CID111173,Prime SUV,Cox Town,Chamarajpet,null,null,null,null,null,null,8353.014374,null,-104.0916283,null,null
26-07-2024,CNR7533317866,Canceled by Customer,CID867762,Mini,Shantinagar,Hulimavu,null,null,AC is Not working,null,null,null,8354.881811,null,-104.1207496,null,null
01-07-2024,CNR5758479139,Success,CID805528,Prime Sedan,RT Nagar,Chickpet,2648.1,2067,null,null,No,null,8356.749248,Cash,-104.1498709,22.5,36.17
22-07-2024,CNR8021985469,Success,CID604351,Mini,Hosur Road,Kadugodi,2664.2,2080,null,null,No,null,8358.616684,Cash,-104.1789923,22.62,36.38
21-07-2024,CNR3800597103,Success,CID386103,Mini,JP Nagar,Chickpet,2680.3,2093,null,null,No,null,8360.484121,Cash,-104.2081136,22.74,36.59
05-07-2024,CNR6179425512,Success,CID607886,Mini,Bannerghatta Road,Basavanagudi,2696.4,2106,null,null,No,null,8362.351557,Cash,-104.2372349,22.86,36.8
29-07-2024,CNR7924302885,Success,CID517661,Auto,Magadi Road,Nagarbhavi,2712.5,2119,null,null,Yes,Customer Demand,8364.218994,UPI,-104.2663562,22.98,37.01
15-07-2024,CNR7181374756,Canceled by Driver,CID700952,Auto,Devanahalli,Kammanahalli,null,null,null,More than permitted people in there,null,null,8366.08643,null,-104.2954775,null,null
16-07-2024,CNR2830899471,Success,CID808607,Mini,Kadugodi,Frazer Town,133,90,null,null,No,null,8367.953867,UPI,-104.3245988,4.3,3.4
14-07-2024,CNR7592165192,Canceled by Driver,CID863704,Prime SUV,Rajarajeshwari Nagar,HSR Layout,null,null,null,Personal & Car related issue,null,null,8369.821304,null,-104.3537201,null,null
11-07-2024,CNR6077524333,Canceled by Driver,CID708519,Prime SUV,Chickpet,Shantinagar,null,null,null,More than permitted people in there,null,null,8371.68874,null,-104.3828414,null,null
14-07-2024,CNR8854206454,Success,CID932765,eBike,Langford Town,Kadugodi,301,115,null,null,No,null,8373.556177,Cash,-104.4119627,3.3,4.3
17-07-2024,CNR6387231274,Driver Not Found,CID686160,Prime Sedan,Bannerghatta Road,Indiranagar,null,null,null,null,null,null,8375.423613,null,-104.4410841,null,null
04-07-2024,CNR6215530366,Success,CID713821,eBike,Devanahalli,Jayanagar,520.3333333,286.6666667,null,null,No,null,8377.29105,Cash,-104.4702054,-0.233333333,0.066666667
29-07-2024,CNR4314026109,Success,CID259573,Prime SUV,Tumkur Road,Bannerghatta Road,523.8333333,289.1666667,null,null,No,null,8379.158486,Cash,-104.4993267,-0.283333333,0.016666667
17-07-2024,CNR9027465661,Success,CID737388,Prime Sedan,BTM Layout,Majestic,527.3333333,291.6666667,null,null,No,null,8381.025923,UPI,-104.528448,-0.333333333,-0.033333333
20-07-2024,CNR5003494701,Canceled by Driver,CID761134,Mini,Sarjapur Road,Majestic,null,null,null,Customer related issue,null,null,8382.89336,null,-104.5575693,null,null
08-07-2024,CNR3000657193,Success,CID954441,Bike,Peenya,Devanahalli,8562.4,-1434,null,null,No,null,8384.760796,Cash,-104.5866906,48.49,-6.41
07-07-2024,CNR3085027607,Success,CID596869,Auto,Chickpet,Hennur,8617,-1444,null,null,No,null,8386.628233,UPI,-104.6158119,48.78,-6.48
30-07-2024,CNR9704400677,Success,CID974657,Mini,Langford Town,Vijayanagar,8671.6,-1454,null,null,No,null,8388.495669,Cash,-104.6449332,49.07,-6.55
03-07-2024,CNR8836460204,Success,CID716037,eBike,Bellandur,Shantinagar,8726.2,-1464,null,null,No,null,8390.363106,UPI,-104.6740545,49.36,-6.62
11-07-2024,CNR3697318640,Success,CID915228,Bike,Sarjapur Road,Chickpet,8780.8,-1474,null,null,No,null,8392.230542,UPI,-104.7031759,49.65,-6.69
22-07-2024,CNR6541289543,Canceled by Driver,CID656539,Prime SUV,Frazer Town,Whitefield,null,null,null,Customer related issue,null,null,8394.097979,null,-104.7322972,null,null
21-07-2024,CNR8369601219,Canceled by Driver,CID581505,Prime SUV,Richmond Town,Jayanagar,null,null,null,Customer related issue,null,null,8395.965416,null,-104.7614185,null,null
22-07-2024,CNR8346388703,Canceled by Driver,CID680143,Mini,Magadi Road,BTM Layout,null,null,null,Personal & Car related issue,null,null,8397.832852,null,-104.7905398,null,null
26-07-2024,CNR4445082348,Success,CID336831,Mini,Yelahanka,BTM Layout,16534,6550,null,null,No,null,8399.700289,UPI,-104.8196611,16,96.1
26-07-2024,CNR5528764313,Success,CID808205,Prime SUV,Ramamurthy Nagar,Bannerghatta Road,16800,6655,null,null,No,null,8401.567725,UPI,-104.8487824,16.2,97.6
03-07-2024,CNR3967141599,Canceled by Driver,CID163765,Auto,Padmanabhanagar,Ramamurthy Nagar,null,null,null,Customer related issue,null,null,8403.435162,null,-104.8779037,null,null
07-07-2024,CNR7054352438,Driver Not Found,CID270321,Mini,Hennur,Cox Town,null,null,null,null,null,null,8405.302598,null,-104.907025,null,null
22-07-2024,CNR1640228618,Success,CID190281,Prime Sedan,Kengeri,Mysore Road,-6022.333333,-4045,null,null,Yes,Other Issue,8407.170035,Cash,-104.9361463,-60.36666667,13.7
19-07-2024,CNR6684033796,Success,CID352268,Auto,Indiranagar,Whitefield,-6088.833333,-4090,null,null,No,null,8409.037472,Cash,-104.9652676,-61.06666667,13.8
01-07-2024,CNR4158584953,Success,CID772392,Auto,Sahakar Nagar,Ramamurthy Nagar,-6155.333333,-4135,null,null,No,null,8410.904908,UPI,-104.994389,-61.76666667,13.9
23-07-2024,CNR5133236273,Canceled by Driver,CID905849,Prime Plus,Banashankari,Chickpet,null,null,null,Customer related issue,null,null,8412.772345,null,-105.0235103,null,null
26-07-2024,CNR5661490576,Success,CID546076,Bike,Magadi Road,Electronic City,12208,7160,null,null,No,null,8414.639781,Cash,-105.0526316,-32.5,-15.2
05-07-2024,CNR2304446757,Success,CID432144,eBike,Rajarajeshwari Nagar,MG Road,12404,7275,null,null,No,null,8416.507218,Cash,-105.0817529,-33.1,-15.5
18-07-2024,CNR3780555542,Canceled by Customer,CID803813,Mini,Tumkur Road,Chamarajpet,null,null,Driver asked to cancel,null,null,null,8418.374654,null,-105.1108742,null,null
21-07-2024,CNR1559782157,Success,CID906966,Auto,Ulsoor,Bellandur,91.7,-12.5,null,null,No,null,8420.242091,Cash,-105.1399955,21.74,52.62
13-07-2024,CNR7623690602,Success,CID526261,Bike,Cox Town,Malleshwaram,91,-13,null,null,Yes,Other Issue,8422.109528,UPI,-105.1691168,21.86,52.94
08-07-2024,CNR2098165229,Success,CID619972,Prime Sedan,Yelahanka,Ramamurthy Nagar,90.3,-13.5,null,null,No,null,8423.976964,UPI,-105.1982381,21.98,53.26
22-07-2024,CNR5502012579,Success,CID748475,Mini,Vijayanagar,Kengeri,89.6,-14,null,null,No,null,8425.844401,Cash,-105.2273594,22.1,53.58
24-07-2024,CNR4698965967,Success,CID529347,Prime Sedan,Ramamurthy Nagar,Chickpet,88.9,-14.5,null,null,No,null,8427.711837,Cash,-105.2564808,22.22,53.9
21-07-2024,CNR8566688320,Driver Not Found,CID175878,Bike,Chickpet,Shivajinagar,null,null,null,null,null,null,8429.579274,null,-105.2856021,null,null
29-07-2024,CNR8014852782,Canceled by Customer,CID737119,Prime Plus,Kammanahalli,Magadi Road,null,null,Change of plans,null,null,null,8431.44671,null,-105.3147234,null,null
15-07-2024,CNR6012739836,Driver Not Found,CID308763,Prime Sedan,Ramamurthy Nagar,Magadi Road,null,null,null,null,null,null,8433.314147,null,-105.3438447,null,null
01-07-2024,CNR3404012958,Success,CID344186,Mini,Chickpet,Chamarajpet,9177,-2660,null,null,No,null,8435.181584,Cash,-105.372966,-70.1,-69.4
11-07-2024,CNR9282027845,Success,CID767941,Bike,Yeshwanthpur,KR Puram,9324,-2705,null,null,No,null,8437.04902,UPI,-105.4020873,-71.3,-70.6
30-07-2024,CNR5508853708,Canceled by Customer,CID812594,Prime Plus,Shivajinagar,HSR Layout,null,null,Driver is not moving towards pickup location,null,null,null,8438.916457,null,-105.4312086,null,null
07-07-2024,CNR4241139260,Success,CID133723,Prime Plus,Kammanahalli,Shivajinagar,203,25,null,null,No,null,8440.783893,Cash,-105.4603299,4.7,4.1
27-07-2024,CNR8306274838,Driver Not Found,CID117206,Bike,Bellandur,Rajarajeshwari Nagar,null,null,null,null,null,null,8442.65133,null,-105.4894512,null,null
16-07-2024,CNR3042916316,Canceled by Customer,CID126419,eBike,Mysore Road,Vijayanagar,null,null,Driver asked to cancel,null,null,null,8444.518766,null,-105.5185726,null,null
26-07-2024,CNR2992014679,Canceled by Driver,CID953990,Prime Sedan,Yelahanka,Majestic,null,null,null,Customer related issue,null,null,8446.386203,null,-105.5476939,null,null
04-07-2024,CNR5744401218,Success,CID507511,Bike,Yelahanka,Varthur,13111,7465,null,null,No,null,8448.25364,UPI,-105.5768152,-2.8,89.9
16-07-2024,CNR7221640450,Success,CID195611,Prime Sedan,RT Nagar,Whitefield,13321,7585,null,null,No,null,8450.121076,UPI,-105.6059365,-2.9,91.3
20-07-2024,CNR8395803905,Canceled by Driver,CID925776,eBike,Bannerghatta Road,RT Nagar,null,null,null,Customer related issue,null,null,8451.988513,null,-105.6350578,null,null
15-07-2024,CNR656350542,Success,CID524066,Prime SUV,Mysore Road,Peenya,1691.666667,-4276.666667,null,null,No,null,8453.855949,Cash,-105.6641791,-28.16666667,-46.66666667
04-07-2024,CNR4070130606,Success,CID884352,Prime SUV,BTM Layout,Malleshwaram,1709.166667,-4324.166667,null,null,No,null,8455.723386,Cash,-105.6933004,-28.51666667,-47.21666667
27-07-2024,CNR8303547069,Success,CID471469,Mini,Langford Town,Richmond Town,1726.666667,-4371.666667,null,null,No,null,8457.590822,Credit Card,-105.7224217,-28.86666667,-47.76666667
09-07-2024,CNR7368110421,Canceled by Driver,CID372218,Mini,Peenya,Sarjapur Road,null,null,null,Personal & Car related issue,null,null,8459.458259,null,-105.751543,null,null
30-07-2024,CNR7500310853,Success,CID377809,Prime Sedan,Jayanagar,Richmond Town,-427,-828.3333333,null,null,No,null,8461.325696,UPI,-105.7806643,12.96666667,31.76666667
13-07-2024,CNR8925319975,Success,CID388701,Prime Sedan,Yelahanka,Rajajinagar,-434,-838.3333333,null,null,No,null,8463.193132,UPI,-105.8097857,13.06666667,32.06666667
29-07-2024,CNR9261561390,Success,CID853883,Auto,Koramangala,Majestic,-441,-848.3333333,null,null,No,null,8465.060569,Cash,-105.838907,13.16666667,32.36666667
24-07-2024,CNR3165383150,Canceled by Driver,CID765484,Prime SUV,Devanahalli,KR Puram,null,null,null,Customer was coughing/sick,null,null,8466.928005,null,-105.8680283,null,null
29-07-2024,CNR7006798592,Driver Not Found,CID786658,Prime Sedan,Ulsoor,RT Nagar,null,null,null,null,null,null,8468.795442,null,-105.8971496,null,null
08-07-2024,CNR5613886410,Success,CID107686,Auto,Marathahalli,KR Puram,-3206,3475,null,null,No,null,8470.662878,UPI,-105.9262709,-39.6,-26.9
16-07-2024,CNR5841521780,Success,CID768996,Prime SUV,Ramamurthy Nagar,Varthur,-3262,3530,null,null,No,null,8472.530315,Cash,-105.9553922,-40.3,-27.4
09-07-2024,CNR2242350955,Canceled by Customer,CID163474,Mini,Malleshwaram,Magadi Road,null,null,Driver is not moving towards pickup location,null,null,null,8474.397752,null,-105.9845135,null,null
26-07-2024,CNR374557558,Success,CID509309,Bike,Hosur Road,Richmond Town,6645.333333,286.6666667,null,null,No,null,8476.265188,Cash,-106.0136348,17.9,45
26-07-2024,CNR6765124275,Success,CID630281,Prime Sedan,Chamarajpet,Banashankari,6715.333333,289.1666667,null,null,No,null,8478.132625,Cash,-106.0427561,18.05,45.45
05-07-2024,CNR9762994658,Success,CID443169,Prime Plus,RT Nagar,Sahakar Nagar,6785.333333,291.6666667,null,null,No,null,8480.000061,UPI,-106.0718775,18.2,45.9
Date,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
26-07-2024,CNR7153255142,Canceled by Driver,CID713523,Prime Sedan,Tumkur Road,RT Nagar,null,null,null,Personal & Car related issue,null,null,8481.867498,null,-106.1009988,null,null
25-07-2024,CNR2940424040,Success,CID225428,Bike,Magadi Road,Varthur,2443,6430,null,null,No,null,8483.734934,Cash,-106.1301201,10.5,55.2
30-07-2024,CNR2982357879,Success,CID270156,Prime SUV,Sahakar Nagar,Varthur,2478,6530,null,null,No,null,8485.602371,UPI,-106.1592414,10.6,56
22-07-2024,CNR2395710036,Canceled by Customer,CID581320,eBike,HSR Layout,Vijayanagar,null,null,Driver is not moving towards pickup location,null,null,null,8487.469807,null,-106.1883627,null,null
02-07-2024,CNR1797421769,Success,CID939555,Mini,Rajajinagar,Chamarajpet,-5447.166667,-1830,null,null,No,null,8489.337244,Credit Card,-106.217484,-34.46666667,75.28333333
13-07-2024,CNR8787177882,Success,CID802429,Mini,Kadugodi,Vijayanagar,-5506.666667,-1850,null,null,No,null,8491.204681,UPI,-106.2466053,-34.86666667,76.03333333
23-07-2024,CNR3612067592,Success,CID476071,Bike,Tumkur Road,Whitefield,-5566.166667,-1870,null,null,No,null,8493.072117,Cash,-106.2757266,-35.26666667,76.78333333
11-07-2024,CNR5374902489,Canceled by Driver,CID735691,Prime Plus,Bannerghatta Road,Sarjapur Road,null,null,null,Personal & Car related issue,null,null,8494.939554,null,-106.3048479,null,null
01-07-2024,CNR5030602354,Driver Not Found,CID999840,Mini,Chamarajpet,Peenya,null,null,null,null,null,null,8496.80699,null,-106.3339693,null,null
18-07-2024,CNR6328453219,Canceled by Driver,CID907133,Auto,RT Nagar,Varthur,null,null,null,Personal & Car related issue,null,null,8498.674427,null,-106.3630906,null,null
29-07-2024,CNR4787583516,Success,CID923404,Prime Plus,Hosur Road,Jayanagar,4455.5,-888.3333333,null,null,No,null,8500.541863,Cash,-106.3922119,-67.45,70.7
26-07-2024,CNR7943634301,Success,CID647026,Prime Plus,Kammanahalli,Rajajinagar,4501,-898.3333333,null,null,No,null,8502.4093,Cash,-106.4213332,-68.2,71.4
27-07-2024,CNR4524472111,Success,CID540929,Auto,Cox Town,Yelahanka,4546.5,-908.3333333,null,null,No,null,8504.276737,UPI,-106.4504545,-68.95,72.1
17-07-2024,CNR3914552244,Canceled by Driver,CID557845,Auto,Hosur Road,Banashankari,null,null,null,Personal & Car related issue,null,null,8506.144173,null,-106.4795758,null,null
16-07-2024,CNR8181602032,Success,CID167642,Bike,Indiranagar,MG Road,3654,95,null,null,No,null,8508.01161,UPI,-106.5086971,-65.6,-27.9
02-07-2024,CNR8090918544,Success,CID640151,Bike,Magadi Road,HSR Layout,3710,95,null,null,No,null,8509.879046,UPI,-106.5378184,-66.7,-28.4
02-07-2024,CNR2239902330,Driver Not Found,CID630354,Mini,Ramamurthy Nagar,BTM Layout,null,null,null,null,null,null,8511.746483,null,-106.5669397,null,null
05-07-2024,CNR2224723690,Success,CID243275,Bike,Electronic City,Langford Town,1684.2,757,null,null,No,null,8513.613919,Cash,-106.596061,30.58,-8.7
09-07-2024,CNR9975925287,Success,CID162055,Prime SUV,Magadi Road,RT Nagar,1694,761.5,null,null,No,null,8515.481356,UPI,-106.6251824,30.75,-8.78
12-07-2024,CNR237088343,Success,CID902781,eBike,Koramangala,Sarjapur Road,1703.8,766,null,null,No,null,8517.348793,Cash,-106.6543037,30.92,-8.86
11-07-2024,CNR2296306485,Success,CID217093,eBike,Basavanagudi,Hulimavu,1713.6,770.5,null,null,No,null,8519.216229,Cash,-106.683425,31.09,-8.94
08-07-2024,CNR6013805089,Success,CID817034,Prime Sedan,Padmanabhanagar,Jayanagar,1723.4,775,null,null,No,null,8521.083666,Cash,-106.7125463,31.26,-9.02
16-07-2024,CNR4306636052,Canceled by Driver,CID103842,Prime SUV,Mysore Road,Vijayanagar,null,null,null,Customer was coughing/sick,null,null,8522.951102,null,-106.7416676,null,null
03-07-2024,CNR9832070187,Success,CID655872,Bike,Koramangala,BTM Layout,-5019.066667,-638.4285714,null,null,No,null,8524.818539,Cash,-106.7707889,-32.61714286,56.66
03-07-2024,CNR5620539253,Success,CID290480,Prime Plus,Mysore Road,Sahakar Nagar,-5046.266667,-642.2857143,null,null,No,null,8526.685975,Cash,-106.7999102,-32.81142857,56.94
19-07-2024,CNR4443921904,Success,CID654618,Mini,Tumkur Road,Koramangala,-5073.466667,-646.1428571,null,null,No,null,8528.553412,UPI,-106.8290315,-33.00571429,57.22
25-07-2024,CNR7194303296,Success,CID538245,Mini,Mysore Road,Hennur,-5100.666667,-650,null,null,No,null,8530.420849,UPI,-106.8581528,-33.2,57.5
15-07-2024,CNR6494005067,Success,CID805360,Auto,Yelahanka,Malleshwaram,-5127.866667,-653.8571429,null,null,No,null,8532.288285,UPI,-106.8872742,-33.39428571,57.78
30-07-2024,CNR6805579107,Success,CID810214,Prime SUV,Indiranagar,Indiranagar,-5155.066667,-657.7142857,null,null,No,null,8534.155722,Cash,-106.9163955,-33.58857143,58.06
21-07-2024,CNR6003663433,Canceled by Customer,CID350426,Prime Plus,Rajajinagar,Chamarajpet,null,null,Driver asked to cancel,null,null,null,8536.023158,null,-106.9455168,null,null
23-07-2024,CNR2998177422,Driver Not Found,CID946041,Auto,RT Nagar,Yelahanka,null,null,null,null,null,null,8537.890595,null,-106.9746381,null,null
27-07-2024,CNR7979458138,Success,CID978509,eBike,Frazer Town,Indiranagar,189,65,null,null,No,null,8539.758031,Cash,-107.0037594,4.8,4.7
23-07-2024,CNR7286474506,Canceled by Customer,CID500806,eBike,Jayanagar,Richmond Town,null,null,Driver is not moving towards pickup location,null,null,null,8541.625468,null,-107.0328807,null,null
23-07-2024,CNR9820692957,Success,CID625327,Prime Sedan,Koramangala,Hosur Road,7759.5,-1810,null,null,No,null,8543.492905,Cash,-107.062002,65.75,-15.76666667
08-07-2024,CNR4094067471,Success,CID896062,Prime Sedan,Majestic,Jayanagar,7840,-1830,null,null,No,null,8545.360341,Cash,-107.0911233,66.4,-15.96666667
14-07-2024,CNR7142279862,Success,CID378034,eBike,Yeshwanthpur,JP Nagar,7920.5,-1850,null,null,No,null,8547.227778,UPI,-107.1202446,67.05,-16.16666667
23-07-2024,CNR5488574120,Canceled by Driver,CID169284,Auto,Peenya,Hosur Road,null,null,null,Customer related issue,null,null,8549.095214,null,-107.149366,null,null
03-07-2024,CNR8148468821,Canceled by Driver,CID347094,Prime Plus,Marathahalli,BTM Layout,null,null,null,Customer was coughing/sick,null,null,8550.962651,null,-107.1784873,null,null
03-07-2024,CNR5176704322,Success,CID296026,Prime Plus,KR Puram,Hennur,287,40,null,null,Yes,Customer Demand,8552.830087,UPI,-107.2076086,3.1,3.5
24-07-2024,CNR9287248724,Canceled by Driver,CID959554,Prime SUV,Hosur Road,Yeshwanthpur,null,null,null,Customer related issue,null,null,8554.697524,null,-107.2367299,null,null
10-07-2024,CNR7547352327,Success,CID976231,Prime Plus,Hulimavu,Rajarajeshwari Nagar,210,105,null,null,No,null,8556.564961,UPI,-107.2658512,3.8,4.9
20-07-2024,CNR9660405769,Canceled by Driver,CID483311,eBike,Electronic City,Varthur,null,null,null,Customer related issue,null,null,8558.432397,null,-107.2949725,null,null
11-07-2024,CNR4251304471,Success,CID888740,Prime SUV,Shivajinagar,Jayanagar,-6034,-396,null,null,No,null,8560.299834,Cash,-107.3240938,-18.42,48.25
06-07-2024,CNR1568684278,Success,CID709612,Prime Plus,Bannerghatta Road,Majestic,-6083,-400,null,null,No,null,8562.16727,UPI,-107.3532151,-18.6,48.6
05-07-2024,CNR2230045814,Success,CID961125,Prime SUV,Cox Town,Chamarajpet,-6132,-404,null,null,No,null,8564.034707,Cash,-107.3823364,-18.78,48.95
11-07-2024,CNR7871058089,Success,CID221021,Mini,Hennur,Kengeri,-6181,-408,null,null,No,null,8565.902143,Cash,-107.4114577,-18.96,49.3
16-07-2024,CNR5503358927,Driver Not Found,CID552049,Bike,Peenya,MG Road,null,null,null,null,null,null,8567.76958,null,-107.4405791,null,null
12-07-2024,CNR2111313695,Success,CID415325,Prime Plus,Devanahalli,Rajajinagar,-2411.533333,964.6190476,null,null,No,null,8569.637017,Cash,-107.4697004,7.706666667,38.85142857
16-07-2024,CNR1028245716,Success,CID745270,eBike,Ramamurthy Nagar,Sahakar Nagar,-2425.133333,969.1904762,null,null,No,null,8571.504453,Cash,-107.4988217,7.726666667,39.03428571
26-07-2024,CNR9312632867,Success,CID649563,Prime SUV,Tumkur Road,Mysore Road,-2438.733333,973.7619048,null,null,Yes,Vehicle Breakdown,8573.37189,Cash,-107.527943,7.746666667,39.21714286
25-07-2024,CNR5274603340,Success,CID477783,Prime SUV,Electronic City,Banashankari,-2452.333333,978.3333333,null,null,No,null,8575.239326,Cash,-107.5570643,7.766666667,39.4
17-07-2024,CNR1050003752,Success,CID993137,Bike,Chamarajpet,Shivajinagar,-2465.933333,982.9047619,null,null,No,null,8577.106763,UPI,-107.5861856,7.786666667,39.58285714
07-07-2024,CNR3603517873,Success,CID386651,eBike,Rajarajeshwari Nagar,Marathahalli,-2479.533333,987.4761905,null,null,No,null,8578.974199,Cash,-107.6153069,7.806666667,39.76571429
01-07-2024,CNR1557960488,Driver Not Found,CID884386,Prime SUV,Rajarajeshwari Nagar,Varthur,null,null,null,null,null,null,8580.841636,null,-107.6444282,null,null
01-07-2024,CNR9758857830,Success,CID528642,Prime Plus,HSR Layout,Magadi Road,-13580,3270,null,null,No,null,8582.709073,UPI,-107.6735495,99.5,48.5
02-07-2024,CNR8080410192,Success,CID416746,eBike,Jayanagar,JP Nagar,-13797,3320,null,null,No,null,8584.576509,UPI,-107.7026709,101,49.2
13-07-2024,CNR368016446,Canceled by Driver,CID713303,Bike,Hennur,Padmanabhanagar,null,null,null,More than permitted people in there,null,null,8586.443946,null,-107.7317922,null,null
25-07-2024,CNR1153320150,Success,CID954071,Mini,Hennur,Chamarajpet,9835.7,-2452.5,null,null,No,null,8588.311382,Cash,-107.7609135,28.31,-40.1
18-07-2024,CNR7825941026,Success,CID234007,Mini,Marathahalli,Langford Town,9912,-2472.5,null,null,No,null,8590.178819,UPI,-107.7900348,28.5,-40.45
22-07-2024,CNR9148580255,Success,CID164393,Prime SUV,Tumkur Road,Magadi Road,9988.3,-2492.5,null,null,No,null,8592.046255,UPI,-107.8191561,28.69,-40.8
15-07-2024,CNR2946309760,Success,CID984343,Prime Plus,Hosur Road,Hennur,10064.6,-2512.5,null,null,No,null,8593.913692,Cash,-107.8482774,28.88,-41.15
19-07-2024,CNR3472489570,Driver Not Found,CID621402,Prime SUV,Electronic City,Marathahalli,null,null,null,null,null,null,8595.781129,null,-107.8773987,null,null
07-07-2024,CNR1768885472,Canceled by Driver,CID130993,Prime SUV,Basavanagudi,Padmanabhanagar,null,null,null,More than permitted people in there,null,null,8597.648565,null,-107.90652,null,null
06-07-2024,CNR7486448495,Success,CID931462,Auto,Ulsoor,Padmanabhanagar,63,65,null,null,No,null,8599.516002,UPI,-107.9356413,4,4.3
04-07-2024,CNR2735636536,Driver Not Found,CID111173,Prime SUV,Cox Town,Chamarajpet,null,null,null,null,null,null,8601.383438,null,-107.9647627,null,null
26-07-2024,CNR7533317866,Canceled by Customer,CID867762,Mini,Shantinagar,Hulimavu,null,null,AC is Not working,null,null,null,8603.250875,null,-107.993884,null,null
01-07-2024,CNR5758479139,Success,CID805528,Prime Sedan,RT Nagar,Chickpet,2728.6,2132,null,null,No,null,8605.118311,Cash,-108.0230053,23.1,37.22
22-07-2024,CNR8021985469,Success,CID604351,Mini,Hosur Road,Kadugodi,2744.7,2145,null,null,No,null,8606.985748,Cash,-108.0521266,23.22,37.43
21-07-2024,CNR3800597104,Success,CID386103,Mini,JP Nagar,Chickpet,2760.8,2158,null,null,No,null,8608.853185,Cash,-108.0812479,23.34,37.64
05-07-2024,CNR6179425512,Success,CID607886,Mini,Bannerghatta Road,Basavanagudi,2776.9,2171,null,null,No,null,8610.720621,Cash,-108.1103692,23.46,37.85
29-07-2024,CNR7924302885,Success,CID517661,Auto,Magadi Road,Nagarbhavi,2793,2184,null,null,Yes,Customer Demand,8612.588058,UPI,-108.1394905,23.58,38.06
15-07-2024,CNR7181374756,Canceled by Driver,CID700952,Auto,Devanahalli,Kammanahalli,null,null,null,More than permitted people in there,null,null,8614.455494,null,-108.1686118,null,null
16-07-2024,CNR2830899472,Success,CID808607,Mini,Kadugodi,Frazer Town,133,90,null,null,No,null,8616.322931,UPI,-108.1977331,4.3,3.4
14-07-2024,CNR7592165192,Canceled by Driver,CID863704,Prime SUV,Rajarajeshwari Nagar,HSR Layout,null,null,null,Personal & Car related issue,null,null,8618.190367,null,-108.2268544,null,null
11-07-2024,CNR6077524333,Canceled by Driver,CID708519,Prime SUV,Chickpet,Shantinagar,null,null,null,More than permitted people in there,null,null,8620.057804,null,-108.2559758,null,null
14-07-2024,CNR8854206454,Success,CID932765,eBike,Langford Town,Kadugodi,301,115,null,null,No,null,8621.925241,Cash,-108.2850971,3.3,4.3
17-07-2024,CNR6387231274,Driver Not Found,CID686160,Prime Sedan,Bannerghatta Road,Indiranagar,null,null,null,null,null,null,8623.792677,null,-108.3142184,null,null
04-07-2024,CNR6215530366,Success,CID713821,eBike,Devanahalli,Jayanagar,530.8333333,294.1666667,null,null,No,null,8625.660114,Cash,-108.3433397,-0.383333333,-0.083333333
29-07-2024,CNR4314026109,Success,CID259573,Prime SUV,Tumkur Road,Bannerghatta Road,534.3333333,296.6666667,null,null,No,null,8627.52755,Cash,-108.372461,-0.433333333,-0.133333333
17-07-2024,CNR9027465661,Success,CID737388,Prime Sedan,BTM Layout,Majestic,537.8333333,299.1666667,null,null,No,null,8629.394987,UPI,-108.4015823,-0.483333333,-0.183333333
20-07-2024,CNR5003494701,Canceled by Driver,CID761134,Mini,Sarjapur Road,Majestic,null,null,null,Customer related issue,null,null,8631.262423,null,-108.4307036,null,null
08-07-2024,CNR3169398021,Success,CID954441,Bike,Peenya,Devanahalli,8835.4,-1484,null,null,No,null,8633.12986,Cash,-108.4598249,49.94,-6.76
07-07-2024,CNR3253768435,Success,CID596869,Auto,Chickpet,Hennur,8890,-1494,null,null,No,null,8634.997296,UPI,-108.4889462,50.23,-6.83
30-07-2024,CNR9704400677,Success,CID974657,Mini,Langford Town,Vijayanagar,8944.6,-1504,null,null,No,null,8636.864733,Cash,-108.5180676,50.52,-6.9
03-07-2024,CNR8836460204,Success,CID716037,eBike,Bellandur,Shantinagar,8999.2,-1514,null,null,No,null,8638.73217,UPI,-108.5471889,50.81,-6.97
11-07-2024,CNR3697318641,Success,CID915228,Bike,Sarjapur Road,Chickpet,9053.8,-1524,null,null,No,null,8640.599606,UPI,-108.5763102,51.1,-7.04
22-07-2024,CNR6541289543,Canceled by Driver,CID656539,Prime SUV,Frazer Town,Whitefield,null,null,null,Customer related issue,null,null,8642.467043,null,-108.6054315,null,null
